CG	n_tissue
cg05708656	1
cg03540912	1
cg10085824	1
cg06503216	1
cg06464432	3
cg08247611	2
cg04254540	8
cg00047683	2
cg07817698	1
cg06220640	1
cg22337624	1
cg10495931	1
cg02980235	28
cg01147079	1
cg07209034	1
cg07506689	5
cg05543909	1
cg03045067	1
cg09761690	5
cg08512490	8
cg04101363	1
cg03752425	1
cg10472320	1
cg09858224	1
cg02736186	6
cg08767708	2
cg26474270	4
cg05915866	5
cg06984903	1
cg00430542	3
cg27499850	1
cg27467076	9
cg09532267	1
cg01364935	1
cg26888463	1
cg05422457	1
cg01375262	1
cg26651339	1
cg10471825	4
ch.16.72302375R	1
cg27619343	1
cg05207637	9
cg05244762	3
cg05180206	1
cg16581213	2
cg02556005	2
cg08539728	1
cg10085651	1
cg19224673	1
cg09313046	1
cg02543101	13
cg04504001	1
cg08209474	1
cg03930899	1
cg09900105	1
cg05708167	1
cg07200850	1
cg00105606	1
cg02762393	1
cg05828191	1
cg01184520	1
cg02538248	1
cg03239970	6
cg03217964	1
cg05956899	1
cg05453885	3
cg08467866	2
cg26748568	3
cg27284034	1
cg02328807	6
cg06949837	1
cg15824705	5
cg06034874	1
cg19094438	1
cg00151810	1
cg04114665	4
cg03598338	1
cg04987608	2
ch.16.1711323F	1
cg06633978	3
cg04384234	1
cg02260630	55
cg07843027	1
cg07201456	1
cg06655190	1
cg09489249	1
cg03858460	1
cg27383335	5
cg16785213	2
cg13906548	2
cg05165580	1
cg04848196	2
cg08585897	7
cg26651073	1
cg16155449	1
cg09094037	1
cg09966303	6
cg27420415	9
cg03738936	1
cg08043024	1
cg09393535	1
cg02597269	1
cg09546168	1
cg12120904	2
cg09350548	1
cg01737667	10
cg00866321	12
cg05859267	2
cg26941368	1
cg06009685	1
cg06165506	1
cg07821427	2
cg07857243	2
cg01256089	1
cg04378874	9
cg16587832	1
cg06878009	70
cg01169873	3
cg02535223	1
cg27353957	12
cg26617091	9
cg07493562	3
cg02546607	5
cg03904534	1
cg08748098	6
cg02501155	1
cg03627468	1
cg07749951	2
cg10371414	3
cg03690889	13
cg16713262	1
cg04317962	1
cg04858597	1
cg08475576	1
cg04724793	1
cg01262630	85
cg02737458	5
cg03666439	1
cg02054513	16
cg06395091	1
cg03640883	14
cg02461391	15
cg01442398	15
cg16651780	2
cg06002197	1
cg03701210	1
cg15806457	1
cg05653627	1
cg09293699	1
cg08591886	1
cg07768763	3
cg00701571	1
cg16551669	2
cg01993124	2
cg03406106	1
cg00163702	1
cg26827725	26
cg16809762	2
cg08811314	8
cg08946161	1
cg16583186	2
cg01799671	1
cg10191399	1
cg03279903	1
cg00050271	1
cg07001901	2
cg01780109	1
cg05684569	1
cg01513157	27
cg00485050	13
cg26479028	4
cg00816008	1
cg03170625	1
cg08856946	1
cg01880569	7
cg01090433	1
cg09765297	3
cg01750200	1
cg01093138	2
cg07092029	5
cg08518101	2
cg05847519	18
cg07319108	1
cg02072992	1
cg07404221	2
cg00187635	2
cg07978099	2
cg07723948	1
cg07654678	10
cg02070685	9
cg01702744	6
cg08011335	1
cg02370667	1
cg08089011	1
cg05138133	1
cg27257453	1
cg05801879	1
cg26868097	5
cg02248325	4
cg00049380	3
cg05687194	1
cg27463515	11
cg07633598	1
cg05215011	1
cg07804857	12
cg20315643	1
cg06963308	1
cg04069269	2
cg01992487	2
cg00911376	3
cg02540858	1
cg05383931	1
cg07099991	1
cg06102242	1
cg00751501	1
cg16698748	1
cg27459353	1
cg26577658	1
cg04655995	1
cg00838040	1
cg05424527	1
cg09510085	2
cg09259081	1
cg04084132	1
cg02142483	1
cg01030404	2
cg02484335	2
cg07126095	1
cg04314555	2
cg07179770	1
cg04782002	4
cg01809437	2
cg09145053	1
cg06952297	1
cg05468171	2
cg20999813	1
cg06536619	2
cg02235941	2
cg01995145	1
cg09107932	1
cg26709988	2
cg02185464	6
cg06108360	4
cg00263677	1
cg09967633	1
cg00558315	1
cg07144713	1
cg02501479	1
cg26578983	1
cg04782146	1
cg06709610	1
cg08844698	4
cg02793828	1
cg01020774	1
cg09047734	1
cg02562519	1
cg07749442	2
cg02196592	1
cg16540586	1
cg10126022	1
cg05507607	5
cg27059225	1
cg06279632	7
cg26441291	1
cg06086243	1
cg07443080	1
cg00700782	12
cg06984848	1
cg01824618	1
cg01420159	2
cg10074498	1
cg09251914	8
cg05877550	1
cg00866541	1
cg08884074	2
cg08006672	1
cg08401628	1
cg08297616	1
ch.16.83989841F	1
cg03574306	12
cg09556515	2
cg27219972	9
cg00131423	1
cg06081580	2
cg05574053	1
cg06712204	3
cg06966613	1
cg02479497	1
cg09479650	1
cg04091113	1
cg10255879	1
cg06736685	1
cg02112609	4
cg09584658	4
cg02143404	2
cg16538178	1
cg07301329	1
cg03748857	1
cg08455781	1
cg01397513	1
cg00408285	1
cg04148089	13
cg27201775	3
cg03004860	1
cg04567435	2
cg27158386	1
cg04372823	2
cg26771832	2
cg27051119	2
cg05330678	1
cg02157667	1
cg06061033	1
cg00063828	1
cg05744264	82
cg09831311	1
cg00026104	1
cg06672120	3
cg04597312	1
cg27507473	4
cg08787837	1
cg00427986	4
cg08862366	1
cg05971398	1
cg10113760	1
cg01076272	1
cg08927145	2
cg27499105	5
cg05831517	1
cg27546840	1
cg09813874	1
cg03936135	2
cg06012483	4
cg03554962	1
cg01519508	1
cg09627567	3
cg16802159	1
cg07917546	1
cg07179078	1
cg07136023	4
cg02637247	5
cg07333274	1
cg16801887	6
cg01168283	7
cg07769121	1
cg06675147	1
cg16630791	1
cg06834912	2
cg00986610	1
cg01586959	4
cg06602857	1
cg03366439	4
cg03492747	5
cg00314966	2
cg08142918	1
cg03697918	1
cg04787888	2
cg09374031	36
cg05787790	121
cg04546186	2
cg03228804	1
cg06093811	1
cg00872695	1
cg09606925	1
cg09195198	7
cg08645670	1
cg07598272	2
cg02691019	1
cg24063470	11
cg09941601	6
cg00959922	19
cg01467047	1
cg00584450	1
cg26958524	1
cg04257903	15
cg00561903	5
cg27283514	4
cg06319919	7
ch.16.85413264R	2
cg03685886	1
cg00104167	5
cg07412315	1
cg01932361	1
ch.16.85547084R	1
cg27605701	1
cg09610558	1
cg08419921	1
cg10047845	20
cg10067538	2
cg03152084	20
cg06640607	1
cg00721125	1
cg01916446	1
cg00039016	1
cg00052433	1
cg09981464	1
cg07205670	1
cg04316925	7
cg08113187	7
cg02854164	2
cg07460992	28
cg02032299	2
cg27269196	1
cg00414093	5
cg02243714	1
cg08145698	3
cg10453425	3
cg04191403	2
cg23040064	5
cg09552213	6
cg27651220	1
cg04595720	7
cg16533812	1
cg02426611	2
cg26764761	2
cg16764362	1
cg07172242	5
cg05756745	1
cg02086457	2
cg00628919	1
cg04769798	3
cg01649317	4
cg09355310	2
cg00270654	2
cg05304979	2
cg06928952	7
cg03938353	2
cg08179808	1
cg21461308	1
cg09765815	3
cg16650955	2
cg27066295	1
cg08076462	1
cg02614661	1
cg04341544	5
cg06948222	1
cg05640992	1
cg08500872	2
cg01091156	1
cg09981013	1
cg06173520	24
cg01603912	2
cg05193662	1
cg27247569	1
cg27627876	4
cg08595782	1
cg27533454	1
cg26555136	42
cg27038676	1
cg05765804	1
cg27144055	1
cg16664996	2
cg05542646	1
cg16394952	9
cg26799656	1
cg04245568	1
cg08364970	1
cg26608486	1
cg04152616	1
cg01263631	9
cg07215504	1
cg26700277	1
cg22530146	3
cg05938149	1
cg09481927	2
cg26902127	1
cg03646327	8
cg20652640	1
cg05446615	1
cg02110701	1
cg09535526	1
cg05012676	1
cg04247152	2
cg03743205	1
cg18902057	8
cg05943563	1
cg03990720	1
cg07794885	9
cg04810063	13
cg06997416	2
cg17386700	1
cg23815043	5
cg10016175	1
cg01005517	4
cg03150647	1
cg00957223	1
cg26786172	1
cg27087555	2
cg06751612	1
cg16499166	1
cg02190597	1
cg10682803	7
cg07766916	5
cg08975560	5
cg06320420	1
cg16603012	1
cg17863168	1
cg06680609	1
cg26634121	1
cg00151607	1
cg04975846	1
cg04541656	3
cg00524296	1
cg27483694	7
cg08698997	3
cg27130240	1
cg09030685	2
cg09928027	1
cg26876001	1
cg02512021	1
cg05489661	1
cg04606653	1
cg05540133	2
cg00762830	1
cg06521472	4
cg02926769	28
cg08372350	2
cg06510621	2
cg01951637	1
cg05151621	3
cg27434245	2
cg07424342	1
cg01014371	23
cg07569264	1
cg01026300	8
cg05057515	3
cg06204040	1
cg06832898	1
cg02355868	1
cg03797660	1
cg07625774	1
cg26956157	3
cg22023435	1
cg04887172	1
cg08063228	1
cg09238332	1
cg09636313	1
cg16596367	1
cg00169897	2
cg26600461	1
cg05227055	1
cg16537196	3
cg05492818	1
cg10268509	1
cg07130639	1
cg26747269	1
cg03172657	2
cg16555341	1
cg02441474	3
cg06934654	1
cg06245181	1
cg26565884	1
cg01523759	2
cg07748753	1
cg01810329	6
cg26511997	8
cg09428893	1
cg26993132	3
cg27347146	1
cg16401173	1
cg06170283	9
cg06251016	2
cg08449049	1
cg10344301	1
cg00588720	2
cg07850527	1
cg09160211	3
cg26799602	4
cg16553435	2
cg16567770	1
cg00469395	1
cg27382568	1
cg04396454	1
cg27372713	3
cg27183791	3
cg05507697	1
cg06159562	28
cg08822215	2
cg06233738	12
cg09640686	6
cg09300089	1
cg08726900	1
cg06287395	2
cg03648679	2
cg08392591	5
cg06477423	1
cg06012574	1
cg16475925	1
cg10448954	5
cg07632556	1
cg07110801	5
cg02732508	1
cg07954620	1
cg05177932	2
cg26916410	5
cg16616467	1
cg07690018	6
cg10225951	10
cg01591830	4
cg04691781	1
cg09347176	1
cg01510696	1
cg07384589	1
cg07984684	1
cg03501633	1
cg05714116	1
cg04155793	1
cg05570739	2
cg18445047	4
cg22660447	1
cg04751069	1
cg00779477	1
cg08892416	1
cg05658771	1
cg09616061	1
cg00150848	1
cg27461200	1
cg07066561	2
cg26948288	1
cg07601475	3
cg06475006	1
cg09826306	1
cg14696348	1
cg04592976	1
cg16790239	2
cg01134297	1
cg02287056	1
cg08064553	1
cg09059767	77
cg07378013	39
cg05975219	1
cg03634997	2
cg04818943	8
cg06174989	1
cg25042383	8
cg08583780	1
cg25761802	34
cg24307799	24
cg04001014	2
cg11163933	1
cg13925692	1
cg01680054	2
cg03384440	2
cg13049624	7
cg25363091	56
cg21578397	45
cg08857159	6
cg26763727	2
cg27264249	3
cg24873464	2
cg26226254	3
cg14862722	16
cg15545269	1
cg07850323	1
cg17664269	2
cg04737845	26
cg23828301	4
cg25791578	41
cg19376823	73
cg08404225	1
cg21594961	3
cg21767135	1
cg07755816	2
cg15056751	1
cg13522003	1
cg15874300	1
cg09463755	1
cg00294109	1
cg01892727	1
cg10907257	8
cg26681097	4
cg04247568	4
cg12906963	2
cg06152533	2
cg26163699	1
cg09665338	13
cg03930929	23
cg03280839	4
cg18739166	1
cg15999997	11
cg23238483	36
cg27570309	1
cg23182840	3
cg06021447	1
cg23549342	9
cg14961031	2
cg27265118	1
cg15232450	1
cg21815337	5
cg14525886	6
cg07911463	3
cg16643090	1
cg05635712	1
cg27014913	4
cg00204532	114
cg21858376	1
cg26379672	1
cg17641631	1
cg21024916	1
cg03830585	4
cg24131262	1
cg02105211	20
cg22240998	57
cg11584376	1
cg21142512	34
cg03648908	1
cg21407899	1
cg21432062	26
cg17202781	1
cg15564948	1
cg16582517	1
cg23516634	1
cg27338377	1
cg03355909	1
cg13297988	1
cg16080656	1
cg06084313	4
cg19234897	4
cg21887591	2
cg21510164	1
cg23024047	33
cg10673707	1
cg13324288	11
cg24213507	3
cg18863595	3
cg18399935	4
cg07751325	1
cg00586732	13
ch.3.151587F	1
cg26052186	34
cg06367354	1
cg25266603	4
cg20595215	4
cg24612498	1
cg14455403	1
cg03557445	1
cg15910949	1
cg06072564	2
cg08535600	1
cg12695586	1
cg19619174	1
cg03987506	8
cg00078085	2
cg23391006	1
cg25140571	7
cg00247334	1
cg03578464	1
cg01884537	2
cg21902095	24
cg26640549	1
cg25493409	20
cg19628771	1
cg07451641	14
cg05733104	1
cg08874974	2
cg02775883	31
cg00907288	2
cg12669543	3
cg15778400	2
cg26389316	19
cg06234300	1
cg22580937	1
cg12817999	1
cg22811818	1
cg02504541	1
cg00174096	3
cg17235505	4
cg03549244	1
cg20899266	21
cg19099050	1
cg06838365	1
cg16158843	16
cg07906855	2
cg26794364	1
cg06726935	1
cg19782880	1
cg17738494	1
cg13694772	1
cg05574065	1
cg04695796	2
cg14558573	1
cg15771477	3
cg19474418	1
cg18624274	3
cg00923807	2
cg07608658	1
cg18031978	1
cg10683958	1
cg25498541	30
cg05897504	1
cg18738581	1
cg12487088	1
cg25145905	1
cg00657581	10
cg15132922	9
cg12325049	7
cg25717917	1
cg14517355	2
cg14583999	4
cg00985104	1
cg24633833	6
cg05064398	2
cg26859392	2
cg08708711	1
cg20035362	9
cg20916523	1
cg16282527	1
cg16869108	1
cg15036157	41
cg18007850	1
cg02734288	1
cg10971507	1
cg06371658	17
cg16468843	11
cg00709775	1
cg06217072	4
cg23230910	1
cg05365685	1
cg00880157	1
cg15965542	2
cg14808132	1
cg21504961	2
cg24952744	14
cg14499413	6
cg23180600	1
cg23512531	1
cg07147846	3
cg19764594	1
cg00997130	13
cg16435571	3
cg26836233	3
cg11021744	2
cg23405575	3
cg13142700	2
cg20934640	1
cg07646731	3
cg14532148	11
cg08080396	5
cg13581866	1
cg06457736	4
cg12974545	7
cg04788249	2
cg15139163	2
cg06592829	31
cg19927020	41
cg03452625	1
cg00668519	11
cg27083087	1
cg02835301	2
cg26283222	1
cg07330114	4
cg08559364	1
cg18062721	1
cg08423851	2
cg16184035	1
cg16131859	1
cg20768239	1
cg24340565	34
cg03612519	9
cg15055890	1
cg11853667	4
cg26682174	1
cg01279654	2
cg25846153	28
cg03169527	1
cg00577147	1
cg10468845	60
cg16864975	19
cg22839075	13
cg20888142	1
cg15873301	4
cg02102424	1
cg14691921	1
cg10173186	1
cg16858253	1
cg03310376	1
cg13518792	1
cg21946299	1
cg21131711	20
cg18063278	46
cg21859053	1
cg16827534	20
cg18537222	115
cg10499651	3
cg11232868	1
cg12985164	1
cg08220793	1
cg00509610	39
cg18086475	10
cg22136672	1
cg05467012	1
cg07775309	1
cg27477205	1
cg04190530	1
cg06659889	1
cg23032965	1
cg11297934	2
cg09856107	1
cg15132559	1
cg18331396	1
cg05775895	1
cg00351152	3
cg12400702	1
cg00213967	6
cg25824052	2
cg18797950	2
cg15730967	1
cg10601972	3
cg18678851	1
cg19151849	1
cg00210098	1
cg13881327	2
cg17875611	1
cg20498895	1
cg11870309	13
cg22481960	5
cg02633761	3
cg09437283	12
cg23729881	1
cg27246282	4
cg04235837	1
cg18467168	1
cg15227522	2
cg10366178	1
cg20168412	2
cg12786945	4
cg20541238	10
cg00969119	1
cg00923996	1
cg18135771	2
cg20760116	3
cg15275625	1
cg23799276	1
cg10633526	2
cg13957538	2
cg25120326	4
cg23080199	1
cg08839186	1
cg08014106	1
cg02713720	1
cg25221975	2
cg00498816	2
cg14789121	1
cg17378193	10
cg09644830	1
cg01077764	5
cg25378920	26
cg19112357	1
cg16904899	1
cg26679855	3
cg00862016	1
cg18252424	1
cg22112133	1
cg07134065	1
cg15328326	2
cg03195643	1
cg23507024	1
cg10608842	1
cg11282718	1
cg15085322	1
cg27359949	4
cg13604223	1
cg18946802	1
cg05394352	5
cg05293430	7
cg04212619	1
cg24283093	1
cg14044874	1
cg00118978	7
cg00901264	6
cg14323117	5
cg12793864	1
cg01044770	1
cg03788239	1
cg08692541	8
cg18443411	2
cg11833001	2
cg08673716	3
cg18589504	1
cg22601300	1
cg21068907	1
cg11902408	1
cg12998359	6
cg00042568	1
cg02081905	2
cg21255605	93
cg22691776	3
ch.3.343688R	2
cg25092247	1
cg22366626	1
cg27191600	12
cg22157146	2
cg07078958	1
cg23346128	8
cg24516542	3
cg17925022	2
cg13279476	3
cg05716504	1
cg23479892	2
cg19111042	1
cg00067124	3
cg16272554	25
cg01087463	2
cg04986968	3
cg22534681	2
cg14551251	1
cg22873725	20
cg19463975	3
cg05673432	1
cg12698662	7
cg06368401	2
cg22821220	1
cg03624438	1
cg07757281	2
cg15484408	14
cg27252855	1
cg10734044	1
cg07460981	12
cg10579246	6
ch.3.373140F	1
cg27121661	1
cg26792295	40
cg17377625	1
cg23718026	1
cg07200280	2
cg20660627	1
cg25146434	21
cg10790470	1
cg24264042	96
cg17209280	2
cg12198140	2
cg21497139	4
cg12438842	14
cg25223095	8
cg19448816	1
cg19919383	3
cg21767191	1
cg19498178	2
cg08824840	1
cg06668564	1
cg05792861	2
cg05710676	11
cg21902966	1
cg24193411	1
cg02616489	2
cg26326615	1
cg00390724	11
cg10242892	1
cg02766070	4
cg19245980	9
cg11674381	3
cg26398261	1
cg02210104	1
cg25849262	1
cg23011597	3
cg15975769	1
cg09656435	8
cg08219773	39
cg07057042	5
cg15227848	9
cg08525147	1
cg05072819	1
cg05275468	1
cg12185908	1
cg04951797	1
cg06821269	1
cg22593395	1
cg04913653	1
cg00687135	7
cg21862163	25
cg02616769	1
cg23480021	11
cg03274391	6
cg25144815	5
cg25453841	1
cg15418423	68
cg27241907	1
cg10397322	1
cg13447539	1
cg19803671	2
cg20236013	1
cg15288845	2
cg25382821	106
cg08135406	1
cg26785220	8
cg18806561	1
cg06620117	4
cg24122068	55
cg09560953	120
cg15966253	3
cg00861308	1
cg00061264	1
cg03668982	6
cg21610839	3
cg25117345	37
cg23019576	15
cg10113231	1
cg11233163	6
cg17782025	1
cg18328135	1
cg17680792	1
cg15037661	1
cg08506046	3
cg05609780	3
cg25979180	4
cg19763108	1
cg15359321	2
cg18784113	1
cg01165683	21
cg12306156	1
cg20985755	1
cg03287940	1
cg23049130	1
cg24120841	2
cg27526665	12
cg22892432	3
cg13075600	1
cg24632827	11
cg08443605	1
cg01216877	1
cg20581674	6
cg24718038	1
cg24677321	3
cg24274090	13
cg10754327	1
cg25010415	21
cg11177552	1
cg16273366	3
cg00902374	3
cg05789881	65
cg21902772	1
cg02499249	12
cg24396624	1
cg23518541	4
cg01794805	21
cg21646032	1
cg03531687	2
cg03372603	1
cg23531873	5
cg12612947	1
cg18143863	1
cg26766678	1
cg08365618	1
cg15611364	1
cg13244293	3
cg10342553	1
cg24216220	2
cg26263234	1
cg04954680	11
cg10768206	1
cg10332616	1
cg26035366	2
cg00508975	1
cg16636226	1
cg02769522	6
cg22691926	1
cg13012746	1
cg17147885	20
cg17191919	1
cg02344497	4
cg16208106	1
cg13332142	18
cg15088522	5
cg14143723	3
cg18155464	9
cg07613752	1
cg15969804	87
cg06595320	1
cg26066512	8
cg00715109	25
cg21757276	1
cg21448552	1
cg05774915	3
cg02797548	1
cg06748434	5
cg15308664	2
cg02391509	17
cg07413251	2
cg02343197	8
cg27365535	1
cg15506591	1
cg24384057	6
cg26296470	2
cg18130688	2
cg02073919	1
cg09146491	2
cg03156115	1
cg03144753	1
cg15564207	1
cg22819488	1
cg03820837	7
cg10323188	5
cg08700032	2
cg08028901	1
cg01835873	1
cg23344257	2
cg00971364	1
cg01038750	2
cg01334717	39
cg25729942	2
cg20299414	3
cg13489922	8
cg16565002	26
cg08667600	2
cg16612422	8
cg27178714	15
cg06712285	1
cg27569887	8
cg06171830	3
cg25771113	78
cg20852364	38
cg06380401	1
cg15593426	11
cg16937410	4
cg24167667	10
cg21762655	4
cg12926720	1
cg20216935	2
cg14910241	1
cg04916416	1
cg07285675	1
cg19615017	7
cg21814995	2
cg15724876	1
cg03420580	3
cg11944518	4
cg04074353	25
cg01431952	30
cg26392521	3
cg10955243	2
cg21205663	5
cg16033723	20
cg07376297	72
cg08669259	2
cg03673368	1
cg20103222	11
cg10789050	15
cg22259536	117
cg02099390	6
cg06108181	1
cg27590407	1
cg10702818	1
cg07458793	1
cg10899388	11
cg20168479	1
cg05651657	91
cg00718400	1
cg26280526	1
cg21331107	22
cg02207544	1
cg21842660	13
cg16994446	1
cg03620975	1
cg26538682	1
cg07618626	1
cg05985712	4
cg01304440	1
cg26340532	1
cg08558996	6
cg17066058	2
cg19741945	1
cg04507915	1
cg11731437	3
cg14657525	1
cg27195956	1
cg13896818	15
cg19200592	59
cg06379532	2
ch.3.680450R	3
cg22985281	1
cg27501783	28
cg12818447	9
cg23817981	6
cg01843506	3
cg07402639	20
cg04329146	1
cg12618910	1
cg04422208	7
cg26561148	1
cg24166966	9
cg15911651	1
cg09883947	23
cg24028350	1
cg18986332	1
cg12941369	1
cg05569176	9
cg03789575	8
cg09246897	15
cg16171771	3
cg08023442	2
cg25707745	3
cg18749990	29
cg04677622	12
cg09866743	1
cg18183671	19
cg01307174	1
cg21852346	35
cg16845363	2
cg15459537	59
cg08490094	4
cg01210307	19
cg16468417	5
cg03925411	6
cg15321293	1
cg26116112	1
cg08150914	6
cg04737283	2
cg01889083	1
cg13267619	6
cg12841920	21
cg07696485	1
cg13846866	1
cg25212762	1
cg27373390	2
cg12999063	5
cg13447408	1
cg07590912	2
cg03171211	6
cg00846043	1
cg11390741	8
cg16566353	26
cg03637781	1
cg12386061	1
cg07759247	4
cg19880465	2
cg25767504	1
cg14591123	1
cg25831418	1
cg08090063	1
cg00556514	1
cg03819243	2
cg20684180	1
cg00807586	1
cg13063313	13
cg02314846	9
cg06069310	3
cg27043630	1
cg07895684	1
cg15427004	2
cg11094694	1
cg24867653	1
cg03448396	1
cg04444674	1
cg17026303	1
cg19036007	1
cg19520763	1
cg27533700	3
cg26682661	2
cg20743662	9
cg16858587	11
cg16874743	1
cg18800918	1
cg10369653	1
cg12926589	4
cg11410859	15
cg01792749	14
cg18781372	1
cg06820545	2
cg24133278	1
cg00178149	1
cg06023646	1
cg20142358	4
cg00459944	1
cg15678707	1
cg21751146	1
cg15317522	1
cg26035625	1
cg12243255	1
cg22310133	4
cg01127412	1
cg14694744	3
cg01394385	1
cg04498110	22
cg03341377	1
cg26410105	1
cg08206536	1
cg14999291	1
cg07378821	1
cg03206717	1
cg14644209	1
cg17080073	2
cg07087116	1
cg18173808	1
cg04580897	7
cg00063111	1
cg14662886	38
cg19701246	3
cg16729794	18
cg03054684	3
cg18246584	80
cg02707264	1
cg01982170	7
cg25839330	1
cg00656387	1
cg17200465	3
cg18675146	2
cg21490179	1
cg01475735	1
cg19116718	1
cg07387813	1
cg10374202	8
cg00372169	1
cg02238136	2
cg20571592	3
cg05275012	1
cg22921027	1
cg22948094	2
cg19155557	19
cg18276810	5
cg14663065	1
cg21030867	69
cg25483907	1
cg15155559	1
cg04010712	1
cg19924248	1
cg09662571	1
cg19704102	12
cg16758272	7
cg05509967	3
cg05471845	2
cg06631317	25
cg16864658	1
cg06783423	2
cg03791150	1
cg23517013	1
cg00328740	1
cg15066503	5
cg13791938	1
cg21008709	2
cg07008946	1
cg17250947	1
cg24938498	1
cg10283155	2
cg06953304	1
cg06059360	17
cg05573837	1
cg07905673	1
cg19760072	1
cg23647554	1
cg25824509	2
cg25129124	1
cg07864883	1
cg08060987	2
cg19606364	2
cg09677287	1
cg27390245	12
cg26025557	3
cg20235651	4
cg13264770	1
cg09405227	15
cg24384244	2
cg06383411	1
cg12019893	2
cg19942383	7
cg16927473	2
cg17374534	1
cg04246526	4
cg19497325	1
cg03879291	2
cg00008665	1
cg23057732	1
cg22579482	14
cg09253150	3
cg11594770	9
cg24315508	1
cg09417547	1
cg04244171	1
cg09333143	21
cg01801643	2
cg11168423	22
cg13698398	16
cg23239109	1
cg19150852	1
cg17528003	5
cg00554070	1
cg26400230	1
cg13061469	2
cg00181669	1
cg03368818	8
cg27606567	8
cg14560001	14
cg25937714	5
cg22573391	3
cg19444609	1
cg21419209	1
cg11192055	2
cg23180636	1
cg03322633	1
cg05575777	13
cg27266250	1
cg23037347	1
cg17219326	20
cg12809314	3
cg18165381	1
cg01882767	1
cg03646916	2
cg01559446	1
cg21867345	1
cg05668318	2
cg01139508	2
cg10265740	18
cg24434653	1
cg26061510	1
cg02310273	1
cg13348059	5
cg24158187	1
cg24437311	13
cg17279458	144
cg14605001	1
cg07613233	1
cg06186861	1
cg09053247	1
cg09333631	1
cg17372269	1
cg12141030	1
cg07303143	2
cg23844090	1
cg16615211	1
cg08430604	1
cg13740840	1
cg21616161	1
cg18101118	1
cg20528837	4
cg04508804	1
cg16942931	1
cg24840062	6
cg27390220	1
cg12144084	1
cg00615941	1
cg05433152	1
cg07647717	1
cg20193203	90
cg20559634	12
cg25437886	8
cg21373739	1
cg18187862	1
cg10969205	1
cg01451880	1
cg09251680	2
cg24940967	7
cg05461503	2
cg12359315	1
cg19137818	1
cg18769584	4
cg05648986	1
cg12857957	1
cg25155774	5
cg14558191	1
ch.3.946759R	4
cg26466027	1
cg24208206	1
cg12691230	2
cg10360403	14
cg15888522	2
cg03928384	7
cg17786516	10
cg13070763	1
cg14754581	1
cg12579212	1
cg27314002	1
cg09730735	2
cg00285902	1
cg18193817	3
cg13719901	1
cg11365440	10
cg20769059	2
cg15726123	2
cg25104512	1
cg03004985	2
cg02834909	1
cg19668234	12
cg17460445	1
cg07087960	2
cg01565013	3
cg19802542	1
cg00613786	1
cg09571950	1
cg19468029	1
cg27016974	1
cg01130611	3
cg04488145	2
cg23526861	5
cg24126187	2
cg20202413	1
cg10928087	1
cg26764345	1
cg10942903	1
cg11733272	15
cg16618282	9
cg23983551	2
cg01462904	1
cg18190798	2
cg02534363	4
cg23007535	84
cg20788199	11
cg25849265	1
cg09563240	8
cg07104253	2
cg25757737	1
cg25147100	6
cg16850917	1
cg15665967	1
cg00190319	4
cg08797741	1
cg07784212	1
cg04494656	1
cg04507495	4
cg23009042	69
cg16008009	1
cg04289624	1
cg16233920	8
cg20685352	1
cg07304068	1
cg09353758	6
cg16357457	43
cg19627446	1
cg01326206	67
cg22700215	1
cg04388901	38
cg13884147	1
cg16858463	3
cg14937784	8
cg12688043	7
cg04856685	3
cg27405988	7
cg02449978	1
cg07088513	107
cg13418935	1
cg25781121	1
cg02219026	2
cg11307417	5
cg11680236	1
cg20734569	9
cg00572810	1
cg10235961	1
cg20917322	5
cg12370248	1
cg15853329	1
cg01538982	1
cg25858682	1
cg07153922	1
cg27327334	1
cg14697246	2
cg27575501	1
cg14633527	1
cg17281763	1
cg25845890	1
cg00706444	1
cg14564247	1
cg10135708	2
cg11565377	4
cg00178511	4
cg27507687	4
cg14957943	4
cg16357381	1
cg08977790	10
cg03536664	2
cg06424576	7
cg14861047	12
cg11540771	1
cg13249096	1
cg17783031	1
cg15320272	1
cg15511738	1
cg17904852	7
cg20715847	4
cg15049549	5
cg07854244	1
cg23364287	1
cg06101841	140
cg00948664	3
cg20495332	1
cg27499202	1
cg02636222	1
cg15550036	1
cg06641503	2
cg16541026	6
cg07707611	1
cg03791385	1
cg16035189	1
cg08889949	5
cg19336328	2
cg05785598	1
cg14764512	2
cg21379639	1
cg25691553	1
