ID	gene name	aliases	pubmed count
667	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2	171
668	FOXL2	BPES|BPES1|PFRK|PINTO|POF3	212
669	BPGM	DPGM|ECYT8	34
670	BPHL	BPH-RP|MCNAA|VACVASE	34
671	BPI	BPIFD1|rBPI	71
672	BRCA1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	0
673	BRAF	B-RAF1|B-raf|BRAF-1|BRAF1|NS7|RAFB1	2643
675	BRCA2	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	2139
676	BRDT	BRD6|CT9|SPGF21	35
677	ZFP36L1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	71
678	ZFP36L2	BRF2|ERF-2|ERF2|OOMD13|OZEMA13|RNF162C|TIS11D	53
680	BRS3	BB3|BB3R|BBR3	24
682	BSG	5F7|CD147|EMMPRIN|EMPRIN|HAb18G|OK|TCSF	710
683	BST1	CD157|cADPR2	63
684	BST2	CD317|HM1.24|TETHERIN	401
685	BTC	-	55
686	BTD	-	61
687	KLF9	BTEB|BTEB1	94
688	KLF5	BTEB2|CKLF|IKLF	273
689	BTF3	BETA-NAC|BTF3a|BTF3b|NACB	101
694	BTG1	APRO2	72
695	BTK	AGMX1|AT|ATK|BPK|IGHD3|IMD1|PSCTK1|XLA	354
696	BTN1A1	BT|BTN|BTN1	31
699	BUB1	BUB1A|BUB1L|MCPH30|hBUB1	167
701	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	288
705	BYSL	BYSTIN|Enp1	114
706	TSPO	BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|TSPO1|mDRC|pk18	201
708	C1QBP	COXPD33|GC1QBP|HABP1|SF2AP32|SF2p32|gC1Q-R|gC1qR|p32	327
710	SERPING1	C1IN|C1INH|C1NH|HAE1|HAE2	234
711	ERC2-IT1	C1orf1|C3orf51|Po42	2
712	C1QA	C1QD1	188
713	C1QB	C1QD2	96
714	C1QC	C1Q-C|C1QD3|C1QG	89
715	C1R	EDS8|EDSPD1	68
716	C1S	EDSPD2	75
717	C2	ARMD14|CO2	125
718	C3	AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p	688
719	C3AR1	AZ3B|C3AR|HNFAG09	75
720	C4A	C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG	215
721	C4B	C4B1|C4B12|C4B2|C4B3|C4B5|C4BD|C4B_2|C4F|CH|CO4|CPAMD3	202
722	C4BPA	C4BP|PRP	0
725	C4BPB	C4BP	48
726	CAPN5	ADNIV|HTRA3|VRNI|nCL-3	51
727	C5	C5D|C5a|C5b|CPAMD4|ECLZB	281
728	C5AR1	C5A|C5AR|C5R1|CD88	169
729	C6	-	60
730	C7	-	72
731	C8A	-	49
732	C8B	C82	55
733	C8G	C8C	36
734	OSGIN2	C8orf1|hT41	10
735	C9	ARMD15|C9D	84
738	VPS51	ANG2|ANG3|C11orf2|C11orf3|FFR|PCH13	51
740	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	67
741	ZNHIT2	C11orf5|FON	33
744	MPPED2	239FB|C11orf8	29
745	MYRF	11orf9|C11orf9|CUGS|MMERV|MRF|Ndt80|pqn-47	43
746	TMEM258	C11orf10|Kud|Kuduk	33
747	DAGLA	C11orf11|DAGL(ALPHA)|DAGLALPHA|NSDDR	27
750	GAS8-AS1	C16orf3	17
752	FMNL1	C17orf1|C17orf1B|FHOD4|FMNL|KW-13	44
753	LDLRAD4	C18orf1	29
754	PTTG1IP	C21orf1|C21orf3|PBF|PTTG1IP1	52
755	CFAP410	C21orf2|LRRC76|RDMS|SMDAX|YF5/A2	33
757	TMEM50B	C21orf4|HCVP7TP3	18
758	MPPED1	239AB|C22orf1|FAM1A	17
759	CA1	CA-I|CAB|Car1|HEL-S-11	96
760	CA2	CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282	256
761	CA3	CAIII|Car3	0
762	CA4	CAIV|Car4|RP17	61
763	CA5A	CA5|CA5AD|CAV|CAVA|GS1-21A4.1	17
765	CA6	CA-VI|GUSTIN	55
766	CA7	CA-VII|CAVII	15
767	CA8	CA-RP|CA-VIII|CALS|CAMRQ3|CARP	60
768	CA9	CAIX|MN	359
770	CA11	CA-RP|CA-RP II|CA-XI|CARP-2|CARPX1	24
771	CA12	CA-XII|CAXII|HsT18816|T18816	71
773	CACNA1A	APCA|BI|CACNL1A4|CAV2.1|DEE42|EA2|EIEE42|FHM|HPCA|MHP|MHP1|SCA6	268
774	CACNA1B	BIII|CACNL1A5|CACNN|Cav2.2|DYT23|NEDNEH	64
775	CACNA1C	CACH2|CACN2|CACNA1C-IT2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|NEDHLSS|TS|TS. LQT8	377
776	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD	102
777	CACNA1E	BII|CACH6|CACNL1A6|Cav2.3|DEE69|EIEE69|gm139	58
778	CACNA1F	AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|Cav1.4alpha1|JM8|JMC8|OA2	78
779	CACNA1S	CACNL1A3|CCHL1A3|CMYP18|Cav1.1|DHPRM|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	100
780	DDR1	CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	221
781	CACNA2D1	CACNA2|CACNL2A|CCHL2A|DEE110|LINC01112|lncRNA-N3	85
782	CACNB1	CAB1|CACNLB1|CCHLB1	36
783	CACNB2	CAB2|CACNLB2|CAVB2|MYSB	85
784	CACNB3	CAB3|CACNLB3	28
785	CACNB4	CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6	43
786	CACNG1	CACNLG	21
788	SLC25A20	CAC|CACT	50
790	CAD	CDG1Z|DEE50|EIEE50|GATD4	238
793	CALB1	CALB|D-28K	61
794	CALB2	CAB29|CAL2|CR	101
795	S100G	CABP|CABP1|CABP9K|CALB3	18
796	CALCA	CALC1|CGRP|CGRP-I|CGRP-alpha|CGRP1|CT|KC|PCT	520
797	CALCB	CALC2|CGRP-II|CGRP2	28
799	CALCR	CRT|CT-R|CTR|CTR1	103
800	CALD1	CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22|h-CD	125
801	CALM1	CALML2|CAM2|CAM3|CAMB|CAMC|CAMI|CAMIII|CPVT4|DD132|LQT14|PHKD|PHKD1|caM	596
805	CALM2	CALM|CALML2|CAM1|CAM3|CAMC|CAMII|CAMIII|LQT15|PHKD|PHKD2|caM	215
808	CALM3	CALM|CAM1|CAM2|CAMB|CPVT6|CaM|CaMIII|HEL-S-72|LQT16|PHKD|PHKD3	229
810	CALML3	CLP	58
811	CALR	CRT|HEL-S-99n|RO|SSA|cC1qR	650
813	CALU	-	0
814	CAMK4	CaMK IV|CaMK-GR|CaMKIV|caMK	99
815	CAMK2A	CAMKA|CaMKIINalpha|CaMKIIalpha|MRD53|MRT63	209
816	CAMK2B	CAM2|CAMK2|CAMKB|CaMKIIbeta|MRD54	110
817	CAMK2D	CAMKD	148
818	CAMK2G	CAMK|CAMK-II|CAMKG|MRD59	205
819	CAMLG	CAML|CDG2Z|GET2	66
820	CAMP	CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	356
821	CANX	CNX|IP90|P90	401
822	CAPG	AFCP|HEL-S-66|MCP	80
823	CAPN1	CANP|CANP1|CANPL1|SPG76|muCANP|muCL	270
824	CAPN2	CANP2|CANPL2|CANPml|mCANP	193
825	CAPN3	CANP3|CANPL3|LGMD2|LGMD2A|LGMDD4|LGMDR1|nCL-1|p94	150
826	CAPNS1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	111
827	CAPN6	CANPX|CAPNX|CalpM|DJ914P14.1	27
828	CAPS	CAPS1	29
829	CAPZA1	CAPPA1|CAPZ|CAZ1	185
830	CAPZA2	CAPPA2|CAPZ	115
831	CAST	BS-17|PLACK	139
832	CAPZB	CAPB|CAPPB|CAPZ	190
833	CARS1	CARS|CYSRS|MCDDBH|MDBH|MGC:11246	60
834	CASP1	ICE|IL1BC|P45	379
835	CASP2	CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57	192
836	CASP3	CPP32|CPP32B|SCA-1	1224
837	CASP4	ICE(rel)II|ICEREL-II|ICH-2|Mih1|Mih1/TX|TX	110
838	CASP5	ICE(rel)III|ICEREL-III|ICH-3	62
839	CASP6	CSP-6|MCH2|caspase-6	164
840	CASP7	CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3	255
841	CASP8	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	955
842	CASP9	APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56	456
843	CASP10	ALPS2|FLICE-2|FLICE2|MCH4	0
844	CASQ1	CASQ|CSQ1|PDIB1|VMCQA	38
845	CASQ2	PDIB2	80
846	CASR	CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1|hCasR	508
847	CAT	-	0
856	CATR1	-	3
857	CAV1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	1159
858	CAV2	CAV	126
859	CAV3	LGMD1C|LQT9|MPDT|RMD2|VIP-21|VIP21	145
860	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	620
861	RUNX1	AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha	890
862	RUNX1T1	AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2	200
863	CBFA2T3	ETO2|MTG16|MTGR2|RUNX1T3|ZMYND4	59
864	RUNX3	AML2|CBFA3|PEBP2aC	424
865	CBFB	CLCD2|PEBP2B	174
866	SERPINA6	CBG	105
867	CBL	C-CBL|CBL2|FRA11B|NSLL|RNF55	755
868	CBLB	Cbl-b|Nbla00127|RNF56	191
869	CBLN1	-	18
871	SERPINH1	AsTP3|CBP1|CBP2|HSP47|OI10|PIG14|PPROM|RA-A47|SERPINH2|gp46	238
873	CBR1	CBR|PG-9-KR|SDR21C1|hCBR1	135
874	CBR3	HEL-S-25|SDR21C2|hCBR3	68
875	CBS	CBSL|HIP4	428
881	CCIN	BTBD20|KBTBD14	9
883	KYAT1	CCBL1|GTK|KAT1|KATI	38
885	CCK	-	136
886	CCKAR	CCK-A|CCK1-R|CCK1R|CCKRA	87
887	CCKBR	CCK-B|CCK2R|GASR	131
889	KRIT1	CAM|CCM1	141
890	CCNA2	CCN1|CCNA	379
891	CCNB1	CCNB	559
892	CCNC	CycC|SRB11|hSRB11	90
894	CCND2	KIAK0002|MPPH3	253
896	CCND3	-	217
898	CCNE1	CCNE|pCCNE1	504
899	CCNF	FBX1|FBXO1|FTDALS5	54
900	CCNG1	CCNG	68
901	CCNG2	-	55
902	CCNH	CAK|CycH|p34|p37	163
904	CCNT1	CCNT|CYCT1|HIVE1	405
905	CCNT2	CYCT2	64
908	CCT6A	CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20	261
909	CD1A	CD1|FCB6|HTA1|R4|T6	108
910	CD1B	CD1|CD1A|R1	62
911	CD1C	BDCA1|CD1|CD1A|R7	63
912	CD1D	CD1A|R3|R3G1	188
913	CD1E	CD1A|R2	39
914	CD2	LFA-2|SRBC|T11	113
915	CD3D	CD3-DELTA|CD3DELTA|IMD19|T3D	124
916	CD3E	CD3epsilon|IMD18|T3E|TCRE	160
917	CD3G	CD3-GAMMA|CD3GAMMA|IMD17|T3G	121
919	CD247	CD3-ZETA|CD3H|CD3Q|CD3Z|CD3ZETA|IMD25|T3Z|TCRZ	261
920	CD4	CD4mut|IMD79|Leu-3|OKT4D|T4	2014
921	CD5	LEU1|T1	115
922	CD5L	AIM|API6|CT-2|PRO229|SP-ALPHA|Spalpha|hAIM	44
923	CD6	TP120	67
924	CD7	GP40|LEU-9|TP41|Tp40	52
925	CD8A	CD8|CD8alpha|Leu2|p32	161
926	CD8B	CD8B1|CD8beta|LEU2|LY3|LYT3|Ly-3|P37	48
927	CD8B2	CD8BP	0
928	CD9	BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29	0
929	CD14	-	811
930	CD19	B4|CVID3	159
931	MS4A1	B1|Bp35|CD20|CVID5|FMC7|LEU-16|S7	160
932	MS4A3	CD20L|HTM4	21
933	CD22	SIGLEC-2|SIGLEC2	96
939	CD27	S152|S152. LPFS2|T14|TNFRSF7|Tp55	137
940	CD28	Tp44	417
941	CD80	B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7	232
942	CD86	B7-2|B7.2|B70|CD28LG2|LAB72	245
943	TNFRSF8	CD30|D1S166E|Ki-1	225
944	TNFSF8	CD153|CD30L|CD30LG|TNLG3A	44
945	CD33	SIGLEC-3|SIGLEC3|p67	138
946	SIGLEC6	CD327|CD33L|CD33L1|CD33L2|CDW327|OBBP1	25
947	CD34	-	361
948	CD36	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	0
949	SCARB1	CD36L1|CLA-1|CLA1|HDLCQ6|HDLQTL6|SR-BI|SRB1	376
950	SCARB2	AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII	129
951	CD37	GP52-40|TSPAN26	42
952	CD38	ADPRC 1|ADPRC1|cADPR1	299
953	ENTPD1	ATPDase|CD39|NTPDase-1|SPG64	165
954	ENTPD2	CD39L1|NTPDase-2	23
955	ENTPD6	CD39L2|IL-6SAG|IL6ST2|NTPDase-6|dJ738P15.3	0
956	ENTPD3	CD39L3|HB6|NTPDase-3	21
957	ENTPD5	CD39L4|NTPDase-5|PCPH	0
958	CD40	Bp50|CDW40|TNFRSF5|p50	612
959	CD40LG	CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L	543
960	CD44	CDW44|CSPG8|ECM-III|ECMR-III|H-CAM|HCELL|HUTCH-1|HUTCH-I|Hermes-1|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1	1420
961	CD47	IAP|MER6|OA3	282
962	CD48	BCM1|BLAST|BLAST1|MEM-102|SLAMF2|hCD48|mCD48	75
963	CD53	MOX44|TSPAN25	49
965	CD58	LFA-3|LFA3|ag3	101
966	CD59	16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	262
967	CD63	LAMP-3|ME491|MLA1|OMA81H|TSPAN30	237
968	CD68	GP110|LAMP4|SCARD1	0
969	CD69	AIM|BL-AC/P26|CLEC2C|EA1|GP32/28|MLR-3	98
970	CD70	CD27-L|CD27L|CD27LG|LPFS3|TNFSF7|TNLG8A	114
971	CD72	CD72b|LYB2	39
972	CD74	CLIP|DHLAG|HLADG|II|Ia-GAMMA|p33	202
973	CD79A	IGA|IGAlpha|MB-1|MB1	84
974	CD79B	AGM6|B29|IGB|Igbeta	90
975	CD81	CVID6|S5.7|TAPA1|TSPAN28	316
976	ADGRE5	CD97|TM7LN1	97
977	CD151	EBS7|GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24	173
978	CDA	CDD	104
983	CDK1	CDC2|CDC28A|P34CDC2	1099
984	CDK11B	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	122
987	LRBA	BGL|CDC4L|CVID8|LAB300|LBA	105
988	CDC5L	CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1	216
989	SEPTIN7	CDC10|CDC3|NBLA02942|SEPT7|SEPT7A	148
990	CDC6	CDC18L|HsCDC18|HsCDC6|MGORS5	171
991	CDC20	CDC20A|OOMD14|OZEMA14|bA276H19.3|p55CDC	390
993	CDC25A	CDC25A2	220
994	CDC25B	-	152
995	CDC25C	CDC25|PPP1R60	238
996	CDC27	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	281
997	CDC34	E2-CDC34|UBC3|UBCH3|UBE2R1	205
998	CDC42	CDC42Hs|G25K|TKS	761
999	CDH1	Arc-1|BCDS1|CD324|CDHE|ECAD|LCAM|UVO	2174
1000	CDH2	ACOGS|ADHD8|ARVD14|CD325|CDHN|CDw325|NCAD	391
1001	CDH3	CDHP|HJMD|PCAD	144
1002	CDH4	CAD4|R-CAD|RCAD	59
1003	CDH5	7B4|CD144	273
1004	CDH6	CAD6|KCAD	31
1005	CDH7	CDH7L1	16
1006	CDH8	Nbla04261	24
1007	CDH9	-	21
1008	CDH10	-	27
1009	CDH11	CAD11|CDHOB|ESWS|OB|OSF-4|TBHS2	94
1010	CDH12	CDHB	28
1012	CDH13	CDHH|P105	227
1013	CDH15	CDH14|CDH3|CDHM|MCAD|MRD3	27
1014	CDH16	-	25
1015	CDH17	CDH16|HPT-1|HPT1	70
1016	CDH18	CDH14|CDH14L|CDH24	18
1017	CDK2	CDKN2|p33(CDK2)	885
1018	CDK3	-	67
1019	CDK4	CMM3|PSK-J3	677
1020	CDK5	LIS7|PSSALRE	437
1021	CDK6	MCPH12|PLSTIRE	449
1022	CDK7	CAK|CAK1|CDKN7|HCAK|MO15|STK1|p39MO15	221
1024	CDK8	IDDHBA|K35	165
1025	CDK9	C-2k|CDC2L4|CTK1|PITALRE|TAK	528
1026	CDKN1A	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	1818
1027	CDKN1B	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	1095
1028	CDKN1C	BWCR|BWS|KIP2|WBS|p57|p57Kip2	244
1029	CDKN2A	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	2624
1030	CDKN2B	CDK4I|INK4B|MTS2|P15|TP15|p15INK4b	469
1031	CDKN2C	INK4C|p18|p18-INK4C	112
1032	CDKN2D	INK4D|p19|p19-INK4D	78
1033	CDKN3	CDI1|CIP2|KAP|KAP1	65
1036	CDO1	CDO-I	57
1039	CDR2	CDR62|Yo	49
1040	CDS1	CDS 1	26
1041	CDSN	HTSS|HTSS1|HYPT2|PSS|PSS1	105
1043	CD52	CDW52|EDDM5|HE5	44
1044	CDX1	-	56
1045	CDX2	CDX-3|CDX2/AS|CDX3	382
1046	CDX4	-	26
1047	CLGN	-	60
1048	CEACAM5	CD66e|CEA	290
1050	CEBPA	C/EBP-alpha|CEBP	528
1051	CEBPB	C/EBP-beta|IL6DBP|NF-IL6|TCF5	502
1052	CEBPD	C/EBP-delta|CELF|CRP3|NF-IL6-beta	113
1053	CEBPE	C/EBP-epsilon|CRP1|IMD108|SGD1|c/EBP epsilon	88
1054	CEBPG	GPE1BP|IG/EBP-1	50
1056	CEL	BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8	93
1058	CENPA	CENP-A|CenH3	171
1059	CENPB	-	99
1060	CENPC	CENP-C|CENPC1|MIF2|hcp-4	79
1062	CENPE	CENP-E|KIF10|MCPH13|PPP1R61	114
1063	CENPF	CENF|CILD31|PRO1779|STROMS|hcp-1	141
1066	CES1	ACAT|CE-1|CEH|CES2|HMSE|HMSE1|PCE-1|REH|SES1|TGH|hCE-1	132
1068	CETN1	CEN1|CETN	33
1069	CETN2	CALT|CEN2	114
1070	CETN3	CDC31|CEN3	51
1071	CETP	BPIFF|HDLCQ10	692
1072	CFL1	CFL|HEL-S-15|cofilin	424
1073	CFL2	NEM7	101
1075	CTSC	CPPI|DPP-I|DPP1|DPPI|HMS|JP|JPD|PALS|PDON1|PLS	126
1080	CFTR	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	1898
1081	CGA	CG-ALPHA|FSHA|GPA1|GPHA1|GPHa|HCG|LHA|TSHA	183
1082	CGB3	CGB|CGB5|CGB7|CGB8|LHB|hCGB	154
1084	CEACAM3	CD66D|CEA|CGM1|W264|W282	46
1087	CEACAM7	CGM2	36
1088	CEACAM8	CD66b|CD67|CGM6|NCA-95	36
1089	CEACAM4	CGM7|CGM7_HUMAN|NCA	6
1101	CHAD	SLRR4A	15
1102	RCBTB2	CHC1L|RLG	24
1103	CHAT	CHOACTASE|CMS1A|CMS1A2|CMS6	0
1104	RCC1	CHC1|RCC1-I	160
1105	CHD1	CHD-1|PILBOS	125
1106	CHD2	DEE94|EEOC	81
1107	CHD3	Mi-2a|Mi2-ALPHA|SNIBCPS|ZFH	167
1108	CHD4	CHD-4|Mi-2b|Mi2-BETA|SIHIWES	309
1109	AKR1C4	3-alpha-HSD|C11|CDR|CHDR|DD-4|DD4|HAKRA	45
1111	CHEK1	CHK1	584
1112	FOXN3	C14orf116|CHES1|PRO1635	49
1113	CHGA	CGA|PHE5|PHES	274
1114	CHGB	SCG1	79
1116	CHI3L1	ASRT7|CGP-39|GP-39|GP39|HC-gp39|HCGP-3P|YK-40|YKL-40|YKL40|YYL-40|hCGP-39	553
1117	CHI3L2	CHIL2|YKL-39|YKL39	33
1118	CHIT1	CHI3|CHIT|CHITD	148
1119	CHKA	CHK|CK|CKI|EK|NEDMIMS	71
1120	CHKB	CHETK|CHKL|CK|CKB|CKEKB|EK|EKB|MDCMC	41
1121	CHM	DXS540|GGTA|HSD-32|REP-1|TCD	110
1122	CHML	REP2	41
1123	CHN1	ARHGAP2|CHN|DURS2|NC|RHOGAP2	62
1124	CHN2	ARHGAP3|BCH|CHN2-3|RHOGAP3	57
1128	CHRM1	HM1|M1|M1R	125
1129	CHRM2	HM2	0
1130	LYST	CHS|CHS1|Mauve	58
1131	CHRM3	EGBRS|HM3|PBS	188
1132	CHRM4	HM4|M4R	51
1133	CHRM5	HM5	37
1134	CHRNA1	ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS	72
1135	CHRNA2	-	49
1136	CHRNA3	BAIPRCK|LNCR2|NACHRA3|PAOD2	226
1137	CHRNA4	BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4	209
1138	CHRNA5	LNCR2	260
1139	CHRNA7	CHRNA7-2|NACHRA7	324
1140	CHRNB1	ACHRB|CHRNB|CMS1D|CMS2A|CMS2C|SCCMS	35
1141	CHRNB2	EFNL3|nAChRB2	125
1142	CHRNB3	-	66
1143	CHRNB4	-	134
1144	CHRND	ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS	39
1145	CHRNE	ACHRE|CMS1A1|CMS1D|CMS1E|CMS2A|CMS4A|CMS4B|CMS4C|FCCMS|FIM1|FIMG|FIMG1|MGI|SCCMS	54
1146	CHRNG	ACHRG	36
1147	CHUK	BPS2|IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	540
1149	CIDEA	CIDE-A	39
1152	CKB	B-CK|BCK|CKBB|CPK-B|HEL-211|HEL-S-29	205
1153	CIRBP	CIRP	151
1154	CISH	BACTS2|CIS|CIS-1|G18|SOCS	80
1155	TBCB	CG22|CKAP1|CKAPI	62
1158	CKM	CKMM|CPK-M|M-CK	130
1159	CKMT1B	CKMT|CKMT1|UMTCK	58
1160	CKMT2	SMTCK	39
1161	ERCC8	CKN1|CSA|UVSS2	99
1163	CKS1B	CKS1|PNAS-16|PNAS-18|ckshs1	116
1164	CKS2	CKSHS2	67
1173	AP2M1	AP50|CLAPM1|MRD60|mu2	259
1174	AP1S1	AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A	76
1175	AP2S1	AP17|CLAPS2|FBH3|FBHOk|HHC3	105
1176	AP3S1	CLAPS3|Sigma3A	74
1178	CLC	GAL10|Gal-10|LGALS10|LGALS10A|LPPL_HUMAN	45
1179	CLCA1	CACC|CACC1|CLCRG1|CaCC-1|GOB5|hCLCA1|hCaCC-1	53
1180	CLCN1	CLC1	137
1181	CLCN2	CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|FHA2|FHII|HALD2|LKPAT|clC-2	65
1182	CLCN3	CLC3|ClC-3|NEDHYBA|NEDSBA	89
1183	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	33
1184	CLCN5	CLC5|CLCK2|ClC-5|DENT1|DENTS|NPHL1|NPHL2|XLRH|XRN|hCIC-K2	107
1185	CLCN6	CLC-6|CONRIBA	38
1186	CLCN7	CLC-7|CLC7|HOD|OPTA2|OPTB4|PPP1R63	105
1187	CLCNKA	CLCK1|ClC-K1|hClC-Ka	30
1188	CLCNKB	CLCKB|ClC-K2|ClC-Kb	61
1191	CLU	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	622
1192	CLIC1	CL1C1|CLCNL1|G6|NCC27	0
1193	CLIC2	CLCNL2|CLIC2b|MRXS32|XAP121	35
1195	CLK1	CLK|CLK/STY|STY	67
1196	CLK2	-	67
1198	CLK3	PHCLK3|PHCLK3/152	69
1200	TPP1	CLN2|GIG1|LPIC|SCAR7|TPP-1	148
1201	CLN3	BTN1|BTS|JNCL	125
1203	CLN5	-	57
1207	CLNS1A	CLCI|CLNS1B|ICln	121
1208	CLPS	-	27
1209	CLPTM1	-	79
1211	CLTA	LCA	121
1212	CLTB	LCB	80
1213	CLTC	CHC|CHC17|CLH-17|CLTCL2|Hc|MRD56	453
1215	CMA1	CYH|MCT1|chymase	133
1230	CCR1	CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1	161
1232	CCR3	C C CKR3|CC-CKR-3|CD193|CKR 3|CKR3|CMKBR3	202
1233	CCR4	CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5	120
1234	CCR5	CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22	1626
1235	CCR6	BN-1|C-C CKR-6|CC-CKR-6|CCR-6|CD196|CKR-L3|CKRL3|CMKBR6|DCR2|DRY6|GPR29|GPRCY4|STRL22	205
1236	CCR7	BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1	317
1237	CCR8	CC-CKR-8|CCR-8|CDw198|CKRL1|CMKBR8|CMKBRL2|CY6|GPRCY6|TER1	68
1238	ACKR2	CCBP2|CCR10|CCR9|CMKBR9|D6|hD6	65
1240	CMKLR1	CHEMERINR|ChemR23|DEZ|ERV1|RVER1	85
1241	LTB4R	BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7	79
1244	ABCC2	ABC30|CMOAT|DJS|MRP2|cMRP	355
1258	CNGB1	CNCG2|CNCG3L|CNCG4|CNG4|CNGB1B|GAR1|GARP|GARP2|RCNC2|RCNCb|RCNCbeta|RP45	41
1259	CNGA1	CNCG|CNCG1|CNG-1|CNG1|RCNC1|RCNCa|RCNCalpha|RP49	28
1260	CNGA2	CNCA|CNCA1|CNG2|OCNC1|OCNCALPHA|OCNCa	0
1261	CNGA3	ACHM2|CCNC1|CCNCa|CCNCalpha|CNCG3|CNG3	74
1262	CNGA4	CNCA2|CNG-4|CNG4|CNG5|CNGB2|OCNC2|OCNCBETA|OCNCb	9
1263	PLK3	CNK|FNK|PLK-3|PRK	72
